운영기관,충전소,충전기ID,충전기타입,시설구분(대),시설구분(소),지역,시군구,주소,이용가능시간,이용자 제한,충전용량,편의제공,비고
서울시,올림픽기념국민생활관,4,AC완속,공공시설,지자체시설,서울특별시,종로구 ,서울특별시 종로구 성균관로 91 올림픽기념국민생활관,24시간 이용가능,,완속(7kW단독),N,
서울시,월계동 거주자주차장,1,DC콤보,주차시설,일반주차장,서울특별시,노원구 ,서울특별시 노원구 광운로 20 2-16 구획,24시간 이용가능,,급속(50kW단독),N,
서울시,월계복지문화센터,1,DC콤보,공공시설,관공서,서울특별시,노원구 ,"서울 노원구 월계로42길 9(월계문화복지센터) (월계동, 월계문화복지센터) 지상 1층",24시간 이용가능,,급속(100kW단독),N,
서울시,위례성길 공영주차장 전기차 충전소,1,DC콤보,주차시설,공영주차장,서울특별시,송파구 ,서울특별시 송파구 위례성대로 68 ,24시간 이용가능,,급속(50kW단독),N,
서울시,위례성길 공영주차장 전기차 충전소,2,AC완속,주차시설,공영주차장,서울특별시,송파구 ,서울특별시 송파구 위례성대로 68 ,24시간 이용가능,,완속(7kW단독),N,
서울시,으뜸공원 공영주차장 전기차 충전소,1,AC완속,주차시설,공영주차장,서울특별시,강북구 ,서울특별시 강북구 솔샘로67길 33 으뜸공원 공영주차장,24시간 이용가능,,완속(7kW단독),N,
서울시,으뜸공원 주차장 ,1,DC콤보,공공시설,공공기관,서울특별시,관악구 ,서울특별시 관악구 신림로 21 ,24시간 이용가능,,급속(50kW단독),N,
서울시,으뜸공원 주차장 ,2,DC콤보,공공시설,공공기관,서울특별시,관악구 ,서울특별시 관악구 신림로 21 ,24시간 이용가능,,급속(50kW단독),N,
서울시,은평평화공원 지하공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,은평구 ,서울특별시 은평구 서오릉로 지하47 은평평화공원 지하공영주차장,24시간 이용가능,,급속(100kW단독),N,
서울시,을지로 노상공영주차장(신한은행 앞),1,DC콤보,주차시설,공영주차장,서울특별시,중구 ,서울특별시 중구 을지로 213 ,24시간 이용가능,,급속(50kW단독),N,
서울시,을지로 노상공영주차장(하나은행 앞),1,DC콤보,주차시설,공영주차장,서울특별시,중구 ,서울특별시 중구 을지로 167 ,24시간 이용가능,,급속(50kW단독),N,
서울시,이문동 거주자우선주차장,1,DC콤보,주차시설,일반주차장,서울특별시,동대문구 ,서울특별시 동대문구 이문동 209-1 이문고가 인근,24시간 이용가능,,급속(50kW단독),N,
서울시,자양우성1차아파트 앞 전기차 충전소,1,DC콤보,주차시설,공영주차장,서울특별시,광진구 ,서울특별시 광진구 자양번영로 45 노상공영주차장 유료 42번,24시간 이용가능,,급속(50kW단독),N,
서울시,자양한양아파트 앞 전기차 충전소,1,DC콤보,주차시설,공영주차장,서울특별시,광진구 ,서울특별시 광진구 구의강변로 11 정문 앞 유료 48번,24시간 이용가능,,급속(50kW단독),N,
서울시,잠실 청소년센터 앞 전기차 충전소,1,DC콤보,주차시설,공영주차장,서울특별시,송파구 ,서울특별시 송파구 올림픽로8길 20 잠실 청소년센터,24시간 이용가능,,급속(50kW단독),N,
서울시,장안동근린공원 지하주차장,1,DC콤보,주차시설,공영주차장,서울특별시,동대문구 ,서울특별시 동대문구 장한로 191 장안동근린공원 지하주차장 지하1층,24시간 이용가능,,급속(100kW동시),N,
서울시,장안동근린공원 지하주차장,2,DC콤보,주차시설,공영주차장,서울특별시,동대문구 ,서울특별시 동대문구 장한로 191 장안동근린공원 지하주차장 지하1층,24시간 이용가능,,급속(100kW동시),N,
서울시,정릉천변 노상공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,동대문구 ,서울특별시 동대문구 정릉천동로 125-1 ,24시간 이용가능,,급속(50kW단독),N,
서울시,제2월곡인조잔디구장,1,DC콤보,공공시설,지자체시설,서울특별시,성북구 ,서울특별시 성북구 장월로3길 51-80 제2월곡인조잔디구장 지하2층,24시간 이용가능,,급속(100kW단독),N,
서울시,종로구구민회관,1,DC콤보,공공시설,지자체시설,서울특별시,종로구 ,서울특별시 종로구 지봉로5길 7-5 종로구구민회관 뒷편 지상주차장,24시간 이용가능,,급속(100kW단독),N,
서울시,중계근린공원 노상주차장,1,DC콤보,공공시설,지자체시설,서울특별시,노원구 ,서울특별시 노원구 동일로 1243 중계근린공원 노상주차장,24시간 이용가능,,급속(100kW동시),N,
서울시,중계근린공원 노상주차장,2,DC콤보,공공시설,지자체시설,서울특별시,노원구 ,서울특별시 노원구 동일로 1243 중계근린공원 노상주차장,24시간 이용가능,,급속(100kW동시),N,
서울시,중곡동 복개천 노상공영주차장(중곡동우체국 앞),1,DC콤보,주차시설,공영주차장,서울특별시,광진구 ,서울특별시 광진구 긴고랑로 66 중곡동우체국 앞,24시간 이용가능,,급속(50kW단독),N,
서울시,중랑구시설관리공단 복합청사 주차장,1,AC완속,공공시설,관공서,서울특별시,중랑구 ,서울특별시 중랑구 봉화산로 190 지하1층,09:00~18:00,,완속(7kW단독),N,
서울시,중랑구청,1,DC콤보,공공시설,관공서,서울특별시,중랑구 ,"서울특별시 중랑구 봉화산로 179 (신내동, 중랑구청) 지하1층 19번 기둥","주중 08:00~19:00, 주말 09:00~18:00",,급속(100kW동시),N,
서울시,중랑구청,2,DC콤보,공공시설,관공서,서울특별시,중랑구 ,"서울특별시 중랑구 봉화산로 179 (신내동, 중랑구청) 지하1층 19번 기둥","주중 08:00~19:00, 주말 09:00~18:00",,급속(100kW동시),N,
서울시,중랑천환경센터,1,DC콤보,공공시설,지자체시설,서울특별시,노원구 ,서울특별시 노원구 덕릉로 430 본관 주차장,24시간 이용가능,,급속(100kW단독),N,
서울시,중랑천환경센터,2,DC콤보,공공시설,지자체시설,서울특별시,노원구 ,서울특별시 노원구 덕릉로 430 본관 주차장,24시간 이용가능,,급속(100kW단독),N,
서울시,중랑초교 공영주차장,1,AC완속,공공시설,지자체시설,서울특별시,중랑구 ,서울특별시 중랑구 봉우재로6길 26 중랑초교 공영주차장,24시간 이용가능,,완속(7kW단독),N,
서울시,중랑초교 공영주차장,2,AC완속,공공시설,지자체시설,서울특별시,중랑구 ,서울특별시 중랑구 봉우재로6길 26 중랑초교 공영주차장,24시간 이용가능,,완속(7kW단독),N,
서울시,중랑초교 공영주차장,3,DC콤보,공공시설,지자체시설,서울특별시,중랑구 ,서울특별시 중랑구 봉우재로6길 26 중랑초교 공영주차장,24시간 이용가능,,급속(100kW단독),N,
서울시,중랑초교 공영주차장,4,AC완속,공공시설,지자체시설,서울특별시,중랑구 ,서울특별시 중랑구 봉우재로6길 26 중랑초교 공영주차장,24시간 이용가능,,급속(100kW단독),N,
서울시,중랑캠핑숲 제1주차장,1,AC완속,주차시설,공영주차장,서울특별시,중랑구 ,서울특별시 중랑구 송림길 160 주차장 입구 좌측,24시간 이용가능,,완속(7kW단독),N,
서울시,중랑캠핑숲 제1주차장,2,DC콤보,주차시설,공영주차장,서울특별시,중랑구 ,서울특별시 중랑구 송림길 160 주차장 입구 좌측,24시간 이용가능,,급속(100kW동시),N,
서울시,중랑캠핑숲 제1주차장,3,DC콤보,주차시설,공영주차장,서울특별시,중랑구 ,서울특별시 중랑구 송림길 160 주차장 입구 좌측,24시간 이용가능,,급속(100kW동시),N,
서울시,중랑캠핑숲 제1주차장,4,DC콤보,주차시설,공영주차장,서울특별시,중랑구 ,서울특별시 중랑구 송림길 160 주차장 입구 좌측,24시간 이용가능,,급속(100kW동시),N,
서울시,중랑캠핑숲 제1주차장,5,DC콤보,주차시설,공영주차장,서울특별시,중랑구 ,서울특별시 중랑구 송림길 160 주차장 입구 좌측,24시간 이용가능,,급속(100kW단독),N,
서울시,창2동 제4공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,도봉구 ,서울특별시 도봉구 덕릉로59길 63 지상 48-638 구획,24시간 이용가능,,급속(50kW단독),N,
서울시,창3동 제1공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,도봉구 ,서울특별시 도봉구 우이천로4길 24-11 지하,24시간 이용가능,,급속(50kW단독),N,
서울시,창동역 공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,도봉구 ,"서울특별시 도봉구 마들로11길 74 (창동, 창동역공영주차장) 지상1층 진입로 오른쪽 10M",24시간 이용가능,02-901-5100에 출입 요청 후 사용가능,급속(50kW단독),N,
서울시,천왕산가족캠핑장,1,DC콤보,공공시설,공공기관,서울특별시,구로구 ,서울특별시 구로구 연동로12길 149 ,24시간 이용가능,,급속(100kW단독),N,
서울시,천왕산가족캠핑장,2,DC콤보,공공시설,공공기관,서울특별시,구로구 ,서울특별시 구로구 연동로12길 149 ,24시간 이용가능,,급속(100kW단독),N,
서울시,천호역 공영주차장,1,DC차데모+AC3상+DC콤보,주차시설,공영주차장,서울특별시,강동구 ,"서울특별시 강동구 천호대로 지하997 (천호동, 천호역공영주차장) 지하1층 A37번 기둥",24시간 이용가능,,급속(50kW단독),N,
서울시,청계3 노상공영주차장(고려상사 앞),1,DC콤보,주차시설,공영주차장,서울특별시,중구 ,서울특별시 중구 동호로 377 ,24시간 이용가능,,급속(50kW단독),N,
서울시,청계3 노상공영주차장(코리아몰 앞),1,DC콤보,주차시설,공영주차장,서울특별시,중구 ,서울특별시 중구 동호로 지하384 ,24시간 이용가능,,급속(50kW단독),N,
서울시,청계5 노상공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,중구 ,서울특별시 중구 동호로 378-2 지하상가 입구 인근,24시간 이용가능,,급속(50kW단독),N,
서울시,청계5 노상공영주차장,2,DC콤보,주차시설,공영주차장,서울특별시,중구 ,서울특별시 중구 동호로 378-2 지하상가 입구 인근,24시간 이용가능,,급속(50kW단독),N,
서울시,청계8 노상공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,성동구 ,서울특별시 성동구 청계천로 494 ,24시간 이용가능,,급속(50kW단독),N,
서울시,청계8 노상공영주차장,2,DC콤보,주차시설,공영주차장,서울특별시,성동구 ,서울특별시 성동구 청계천로 494 ,24시간 이용가능,,급속(50kW단독),N,
서울시,청계8가 노상공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,중구 ,서울특별시 중구 흥인동 163-1 ,24시간 이용가능,,급속(50kW단독),N,
서울시,청계8가 노상공영주차장,2,DC콤보,주차시설,공영주차장,서울특별시,중구 ,서울특별시 중구 흥인동 163-1 ,24시간 이용가능,,급속(50kW단독),N,
서울시,청기와2 노상공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,마포구 ,서울특별시 마포구 동교로 95 유료 19번 구획,24시간 이용가능,,급속(50kW단독),N,
서울시,청량리동주차장,1,DC콤보,주차시설,공영주차장,서울특별시,동대문구 ,서울특별시 동대문구 홍릉로12길 18 청량리동공영주차장 지상2층,24시간 이용가능,,급속(100kW단독),N,
서울시,청소년미래진로센터(하자센터),1,DC콤보,공공시설,공공기관,서울특별시,영등포구 ,서울특별시 영등포구 영신로 200 하자센터 신관 입구,24시간 이용가능,,급속(100kW동시),N,
서울시,청소년미래진로센터(하자센터),2,DC콤보,공공시설,공공기관,서울특별시,영등포구 ,서울특별시 영등포구 영신로 200 하자센터 신관 입구,24시간 이용가능,,급속(100kW동시),N,
서울시,초안산근린공원 거주자주차장,1,DC콤보,주차시설,일반주차장,서울특별시,도봉구 ,서울특별시 도봉구 덕릉로60길 135-70 공원 계단 입구 인근,24시간 이용가능,,급속(50kW단독),N,
서울시,초안산수국동산,1,DC콤보,주차시설,공영주차장,서울특별시,노원구 ,"서울 노원구 월계로45가길 9(염광중,고,메디텍고,유치원) (월계동, 초안산수국동산) 지상1층 정면 5m",24시간 이용가능,,급속(100kW단독),N,
서울시,하월곡동 거주자우선주차장,1,DC콤보,공공시설,지자체시설,서울특별시,성북구 ,서울특별시 성북구 월곡로14길 24 하월곡동 거주자우선주차장,24시간 이용가능,,급속(100kW단독),N,
서울시,하이서울유스호스텔(지하주차장),1,AC3상,공공시설,지자체시설,서울특별시,영등포구 ,서울특별시 영등포구 영신로 200 지하주차장 진입 후 우측,24시간 이용가능,,완속(7kW단독),N,
서울시,한남동 공영주차장,1,DC콤보,공공시설,주민센터,서울특별시,용산구 ,서울특별시 용산구 이태원로 224-19 한남동 공영주차장,24시간 이용가능,,급속(50kW단독),N,
서울시,한마음공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,2,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,3,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,4,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,5,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,6,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,7,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,8,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,9,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,10,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한마음공영주차장,11,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 목동동로 316-6 목동한마음공영주차장,24시간 이용가능,,급속(200kW동시),N,
서울시,한화꿈에그린아파트 거주자우선주차장,1,DC콤보,주차시설,일반주차장,서울특별시,광진구 ,서울특별시 광진구 자양동 97-1 신양중학교 정문 앞,24시간 이용가능,,급속(50kW단독),N,
서울시,해맞이공영주차장 ,1,DC콤보,주차시설,공영주차장,서울특별시,양천구 ,서울특별시 양천구 지양로 53 ,24시간 이용가능,,급속(100kW단독),N,
서울시,행운동제1공주차장,1,DC콤보,주차시설,공영주차장,서울특별시,관악구 ,서울특별시 관악구 행운4길 21 ,24시간 이용가능,,급속(100kW단독),N,
서울시,행운동제1공주차장,2,DC콤보,주차시설,공영주차장,서울특별시,관악구 ,서울특별시 관악구 행운4길 21 ,24시간 이용가능,,급속(100kW단독),N,
서울시,홍제1동 공용주차장,1,DC콤보,주차시설,공영주차장,서울특별시,서대문구 ,"서울특별시 서대문구 홍제내2바길 18 (홍제동, 홍제1동제1공영주차장) 지상 1층 마을버스정류장 옆",24시간 이용가능,,급속(100kW동시),N,
서울시,홍제1동 공용주차장,2,DC콤보,주차시설,공영주차장,서울특별시,서대문구 ,"서울특별시 서대문구 홍제내2바길 18 (홍제동, 홍제1동제1공영주차장) 지상 1층 마을버스정류장 옆",24시간 이용가능,,급속(100kW동시),N,
서울시,홍제동 주영빌딩 앞전기차 충전소,1,DC콤보,주차시설,공영주차장,서울특별시,서대문구 ,서울특별시 서대문구 홍제내길 128 ,24시간 이용가능,,급속(50kW단독),N,
서울시,화곡본동주민센터,1,DC콤보,공공시설,주민센터,서울특별시,강서구 ,서울특별시 강서구 초록마을로5길 29 화곡본동주민센터 지상1층,24시간 이용가능,,급속(100kW단독),N,
서울시,화창운수 앞 가로등형 충전소,1,DC콤보,기타시설,기타,서울특별시,마포구 ,서울특별시 마포구 토정로 272 전기차충전소,"주중 08:00~19:00, 주말 09:00~18:00",,급속(50kW단독),N,
서울시,훈련원공원 노상공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,중구 ,서울특별시 중구 을지로 227 ,24시간 이용가능,,급속(50kW단독),N,
서울시,휘경동 노외공영주차장,1,DC콤보,주차시설,공영주차장,서울특별시,동대문구 ,서울특별시 동대문구 휘경로14길 14 ,24시간 이용가능,,급속(50kW단독),N,
